data,stayingpower,texture,smell,price,others,colour,shipping,packing
Hình ảnh và video chỉ mang tính chất nhận xu thôi son bị vón cục nhưng vẫn dùng đc,,negative,,,,,,
"Shop đóng gói rất cẩn thận , son lên màu chuẩn
Ưng lắm luôn ạ
Mng nên mua nha 
Xứng đáng 100000 điểm",,,,,,positive,positive,
3heeuueueurur hàng chất lượng. Son mịn eieieieieeiidjdjdjjđjdjjdjđjdjd,,,,,neutral,,,
"Hàng đẹp
Mùi thơm
Giao hơi lâu
Giá rẻ
Cr ơn shop
Âu sẽ ủng hộ thêm ạ",,,positive,positive,,,negative,
Abbababbabbabnaanaamamaamamamammamamammamsmamamamsmsmsmsmsmmssnzns,,,,,neutral,,,
Dạ son đẹp lắm ạ màu ưng ý hết sức luôn 🥰 Shipper giao hàng thân thiện .,,,,,,positive,positive,
"Son lên màu không chuẩn
Đỏ nâu mà lên màu như đỏ hồng khó chịu thật sự 
Tưởng đâu son đẹp làm háo hức lắm ai ngờ lên màu quá thất vọng 
Mọi người nên cân nhắc",,,,,,negative,,
"Son đóng gói đẹp, màu giống hình. Nhưng mình k trắng lắm nên tô k đẹp, lần sau sẽ rút kinh nghiệm mua màu cam đất",,,,,,positive,,positive
"Video và hình ảnh chỉ mang tính chất kiếm xu.
Son chưa dùng nên không biết chất lượng như nào nhưng giống hình, bên ngoài có hộp. Đóng gói cẩn thận",,,,,,,,positive
7gffyui89t5 rẻ dfyuuiiiuy54rfggdepbbyhguijhnggb bố v. Hvb,,,,,neutral,,,
Màu 302 đẹp nhất..402 thì cũng đc ..giống merzy m5 ...còn 501 thì n nhạt lắm..k đậm như hình..chất son mịn nhưng khó tán cực..nhất là 501...3 thỏi đều khó tán lònh môi..k ăn lòng môi tẹo nào,,neutral,,,,neutral,,
Son đẹp lắm ạ mà hơi nhỏ í với cả shop nc ngoài nên ship hơi lâu thôi ạ,,,,,,,negative,
"100đ chất lượng, màu 25 hơi pị xink lun á, rcm các bạn nên mua màu nì. Mỗi tội đầu son nhỏ xíu",,,,,,positive,,
"son mịn, shop đóng gói kĩ càng. chất lượng cũng ổn áp lắm. giao đúng màu. mình săn được giá sale 40k nên rất hài lòng luôn",,positive,,positive,,,neutral,positive
"Xinh xuất sắc, hình ảnh và video chỉ mang tính chất lấy xu ☺️☺️☺️☺️",,,,,neutral,,,
Mình có mua hai em 403 404 hot nhất. Sau khi test hai em lên tay mình lại thích 404 hơn vì em có sắc đỏ mà ko bị kén da. Về cơ bản chất son hơi khó tán ó và màu lên cũng oke nhưng ko có gì nổi trội và ngạc nhiên quá,,negative,,,,positive,,
Cũng okee với cái giá này có điều tán son khó với chất son cũng k mịn lắm ,,negative,,positive,,,,
"Son xinh, chất son mịn. hình ảnh và video chỉ mang tính chất nhận xu 💓",,positive,,,,,,
"Hàng được gói kĩ lưỡng trong 1 bọc nilon mỏng nhưng được đặt trong 1 túi khí nên rất an toàn nha, shop còn tặng thêm 1 túi bông tẩy trang mềm nhỏ xinh xinh với 1 bịch mặt nạ dưỡng mắt vàng 24k nữa =))) tuyệt vời lắm shop ạ.
À lưu ý là son hơi nhỏ nha, nhưng mà với số tiền ntn thì v là đc r",,,,positive,,,,positive
"Mình mua 2 màu 402 và 404 một lên màu cam đất và một lên đỏ rượu nha mn, thấy ok,  chất son thơm lắm",,neutral,positive,,,positive,,
Thật sứ tiếc khi mình k chụp màu lên dc vì đây là quà tặng bạn. Nhưng nghe nó nói xinh lắm. Tháng 10 mình sẽ đặt tiếp!!!!,,,,,neutral,,,
Đóng gói cẩn thận chất lượng sản phẩm tuyệt vời. Màu son ưng íiii,,,,,,positive,,positive
màu xinh thơm kinh khủng săn đc giá hời quá tr❤️❤️❤️❤️nên mua vỏ cute nhám nhám xinhh❤️‍🔥❤️‍🔥👍👍,,,positive,positive,,positive,,
Mịn hagshhwbsbshsubwbshshshhsgshgwvwuwhsvwghwgssgsghu,,positive,,,,,,
"Màu đẹp, mềm môi, hương thơm, shipper thân thiện,  tuyệt vời...",,positive,positive,,,positive,positive,
tốtnjjjbjjjjjjghuhgfuhhhijjgfyuhgguhhgghhhuhgghhhh,,,,,neutral,,,
"Công dụng: sOn moi o
Kết cấu: mềm mại
Độ bền màu: đỉnh cao r
Xuất sắc nha mọi người oie nên mua ak gí quá hạt rẻ đi ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️",positive,positive,,positive,,,,
"Ship hàng về bao nhanh, màu son bao đẹp, đáng tiền ❤️❤️❤️",,,,positive,,positive,positive,
"Công dụng: son
Độ bền màu: oklaa
Hình ảnh chỉ mang tình chất minh hoạ giao hàng khá nhanh okkkk",positive,,,,,,positive,
Hâhhhahahahhahahhahahahahahhahahahahhahahahhahahahahahhahahahhah,,,,,neutral,,,
"Son chuẩn màu xịn xò nma hơi khô khi tô
Tuy nhien với giá này là tuyetzoi lắm rùiii",,negative,,positive,,positive,,
"Son mới nhận về nhưng bị 1 vệt như hình, còn lại okk lắm. Giao hàng nhanh hơn dự kiến. Chắc chắn sẽ ghé lại shop mua lần nữa",,,,,,,positive,
Đặt 3 son Shop còn tặng cả mặt nạ nữa. Shop chu đáo ghê. Vận chuyển từ nước ngoài về nhưng hàng k bị móp méo gì. Đúng màu. Mk chưa mở ra test màu nên chưa pit tnao,,,,,,neutral,,positive
"Chất son mịn đẹp, ship nhanh. Đóng gói rất kỉ. Giá lại rất rẻ. .",,positive,,positive,,,positive,positive
"Okela Okela Okela
Chưa dùng nhưng nhìn đóng gói rất đẹp chắc chắn
Giao hàng sớm hơn dự kiến nha
Shop có gửi quà tặng kèm 
Okela okela okela okela okela
❤❤❤❤❤❤❤❤❤❤",,,,,,,positive,positive
"Son xinhhhhh, ship khá nhanh thời điểm này, mua của nhà bbia nhiều lần mà lần nào cũng ưng ahhhhhh",,,,,,,positive,
"Giao hàng hơi lâu, mua giá sale nên khá ok, son xinh, phù hợp với giá tiền 👍👍👍",,,,positive,,,negative,
Màu lên môi mình ra màu hồng đất nhưng vẫn khá xinh. Màu son bám khá lâu nhé,positive,,,,,positive,,
"Son màu đẹp, thơm, giao hàng nhanh ……………………………………………………….",,,positive,,,positive,positive,
"son rẻ mà bao bì xinh quá là xinh lunn, màu son tone đất nhẹ nhàng",,,,positive,,neutral,,
"Lần thứ 2 đặt em son này của Perfect Diary . Mình kiểu vẫn là : say đắm từ màu sắc cho đến chất son mịn mềm , kèm chút hương thơm rất khó diễn tả . 🍒🍒 
Dùng em này , mọi người dưỡng môi kĩ với tdc môii là màu lên càng đẹp nha ❤️🥰",,positive,positive,,,positive,,
"Son màu đẹp,shop đóng gói cẩn thận,shipper thân thiện lắmmmmm",,,,,,positive,positive,positive
"Sảm phẩm tuyệt vời, lên màu đẹp, chất lượng. Hình ảnh và video mang tc nhận xu",,,,,,positive,,
"Hình ảnh mang tính chất nhận xu nhưng mà son thì màu khá xinh
Không lì mấy nói chung với giá như vậy thì cũng okela",,,,positive,,positive,,
"Màu son siêu xinh luôn á. 😍😍😍 :!#¶@
Sẽ ủng hộ shop nhiều ❤❤❤...",,,,,,positive,,
"Chất lượng ok, đóng gói ok. Chất lượng ok, đóng gói ok. Chất lượng ok, đóng gói ok. Chất lượng ok, đóng gói ok.",,,,,,,,positive
son hơi nghiêng cam nên hơi kén da Đóng gói sp siêu kĩ,,,,,,neutral,,positive
Về chất son thì khỏi bàn rồi 😍 ship hơi lâu xí,,positive,,,,,negative,
doi voi anh ko muốn đi chơi về b ơi ở 🏡 đi chơi vui quá 🚶 mà không được đi đâu rồi ý e nói vậy là em đã 💬 như z mà nói vậy là em đã 💬 ,,,,,neutral,,,
"Trời ơi cưng xỉu
Mua son nhà Flocallure 1 lần là 1 đống zậy nàk quý zị",,,,,neutral,,,
"Tiền nào của đấy thôi các bn 
Gggđjjkkkjnvvcvnnjfgụihvvvbbbb",,,,neutral,,,,
"Sản phẩm chất lượng. Màu lên đều đẹp, bao lỳ (uống nước ko trôi, test lên tay rửa tay chà vẫn còn bám tốt)
Đóng gói chắc chắn (có túi khí chống shock) và hộp khá là đẹp nha.",positive,,,,,positive,,positive
"Khi xem review thấy nói em này là son kem (mình đã 3,4 năm gì đó rồi ko sd son kem lì) mình hơi do dự khi mua nhưng mà mình lại thấy giá rẻ nhiều màu đẹp nên mình khá mong chờ thật sự không làm mình thấy vọng chất son kem đã đc cải tiến nhiều không còn khô như ngày xưa nữa màu rất đẹp rất ưng !!",,positive,,positive,,positive,,
ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok ok,,,,,neutral,,,
Son xinh lắm mua 2lần rồi ý,,,,,neutral,,,
màu xinh lắm mõi tội để lại vân môi giaooo xiuu nhanh chất lượng ỗnnn lắm nên muaaa hình ảnh mang tính chất nhận xuu❤️,,negative,,,,positive,positive,
Chất lượng sản phẩm tuyệt vời lên màu đẹp lắm ạ. Nên mua nhe m.n❤,,,,,,positive,,
"Màu son ưng dã man ý , đánh thử cảm giác mềm mịn k bị vón cục , mua được giá rẻ nên sẽ ủng hộ tiếp",,positive,,positive,,positive,,
"Công dụng: son
Kết cấu: son
Độ bền màu: tốtttttt
Hmm màu sáng hơn mình nghĩ nma cũng nên mua nhaaaaa",positive,neutral,,,,negative,,
Sản phẩn chất lượng tuyệtttttt vờiiiiiii 👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌,,,,,neutral,,,
NAN,,,,,neutral,,,
"Shop đóng gói cẩn thận ạ, chất son mướt màu lên cũng xinh lắm. Mình săn sale nên giá khá rẻ, mình swatch son không chuyên nghiệp, nhưng nói thật là chất son rất đẹp, đáng mua lắm đó!",,positive,,positive,,positive,,positive
🐰🐰🐰🐰🐰🐰🐰🐰🐰🐰🐰🐰🐰🐰🐰,,,,,neutral,,,
"Công dụng: khong lì
Kết cấu: bột
Độ bền màu: k bênf
khá thơm k lì k bền màu cũng xinh rẻ nên cũng okkk",negative,neutral,positive,positive,,positive,,
"Đóng gói sản phẩm cẩn thận và giao hàng nhanh, chưa thử sản phẩm nhưng mà nhìn chung khá đẹp",,,,,,,positive,positive
Son chất lỳ mướt mùi có chút vị cam lẫn mùi rượu mua với giá 16k kh đòi hỏi nhiều,positive,positive,neutral,positive,,,,
Son đánh khả mượt khô nhanh đầu son miềm mướt giao nhanh rẻ 2cay mà có 99k à màu đẹp ❤ lần sau sẽ ủng hộ shop mik đã quét mã son chính hãng nha ❤❤,,positive,,positive,,positive,,
"Đã nhận đc hàng, giao hàng hơi lâu nha :)) mua tặng bạn nên k biết chất lượng",,,,,,,negative,
"Giao hàng thật là nhanh chóng, đóng gói cẩn thận, chưa dùng nên chưa biết chat lượng sao",,,,,,,positive,positive
Dịch dã nhưng giao hàng tương đối nhanh. Son mới xinh lắm lun chuẩn hànggg,,,,,,,positive,
màu son rất khác ạ. mình thấy màu cam khá nhiều. ko có ánh đỏ lắm,,,,,,negative,,
"Giao đúng sản phẩm ,check ra dc hàng chính hãng,chất son khá là mềm môi, nhưng cx không lì cho lắm, mùi rất thơm",negative,positive,positive,,,,positive,
Màu đậm hơn so với trên mẫu. Đánh một xíu đỏ chót luôn trong hơi sợ :(( Săn sale giá rẻ,,,,positive,,negative,,
Son đánh thích lắm nhé phù hợp và giá tiền.... cơ mà thổ kia là thỏi mình đánh hết r đó kaka.     Nên mua nha mn sksnbshsosjsbdks,,,,positive,,,,
Hayide kahjdkw kduskjwn jshsiwneh jdhsksn uusown jsysiwn ksusi,,,,,neutral,,,
"Rõ ràng thích màu 24, màu tươi tắn tí mà ko hiểu sao lại đặt màu 25 và 23 😅😅😅 dù sao cũng ưng vì là hàng chính hãng. Sau khi đánh giá sẽ đặt thêm màu 24 😍😍😍😍😍😍😍😍😍😍😍😍😊😍😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊",,,,,,positive,,
"Ship hàng hơi lâu do dịch,đóng hàng cẩn thận,hàng auth nhé nên là cho shop 1000 điểm",,,,,,,negative,positive
"Oánh lên tây lắm nha mn ơiiiiiiiiii
Nên mua lắm nhé 🐤🐤🐤🐤🐤🐤🐤🐤🐤",,,,,,positive,,
"Đóng gói cẩn thận, son rất đẹp mình thích lắm lắm
mmmmmmmmmmmm",,,,,,,,positive
"Ko uổng công mong mỏi hàng về , shop đóng gói hàng cẩn thận  ,chất son đánh lên môi rất mướt và mịn có mùi thơm nhẹ . Sẽ ủng hộ tiếp ạ",,positive,positive,,,,,positive
"son vỏ xinh, ship hàng siêu nhanh, ngay trong tuần đã về rùi..",,,,,,,positive,
"mua 4 đồ nhưng lúc mở thì thấy đc tặng thêm 2 đồ nữa, siu cuteeeee",,,,,neutral,,,
"Sản phẩm đầy đủ 
Khá chất lượng
Trong mùa dịch giao hàng rất nhanh
Shop phục vụ tốt",,,,,,,positive,
"Mình mua lần thứ 2. Chất son thấy mịn á lên màu chuẩn có mùi hương nhẹ. Mua 2 màu v17,18 nhưng mình thấy màu v17 dễ xài hơn.v18 nâu có ánh cam hợp da trắng. Mình tone da lạnh nhưng đánh màu v18 lợt thấy đẹp còn đậm thấy dừ sao đó. Nói chung cũng nên thử ne. Rẻ mà thiết kế đẹp,chất son okela nhe.5⭐️",,positive,positive,positive,,positive,,
"Shop giao đủ hàng đúng màu, hàng qt nên hơi lâu 😍😍😍😍😍😍😍😍😍😍😍😍😍",,,,,,positive,negative,
"Giao hàng nhanh ạ, đặt giủm chị nên chắc là son đẹp :)) hài lòng ạ",,,,,,,positive,
"Giao hàng nhanh
Chất son lì mịn có mùi thơm
Bôi lên cảm thấy nhẹ nhàng",positive,positive,positive,,,,positive,
NAN,,,,,neutral,,,
Mua của shop nhiều r nên sp miễn bàn. Chất son mịn mướt khá lì. Giao đủ sp đúng số lượng và mẫu mã. Đóng gói khá chắc chắn mng nên mua nha nhờ có điều hàng từ nc ngời nên n ship hơi lâu 1 chút.,,positive,,,,,negative,positive
Màu đẹp lémmm mn ưiiiii jdjwjjdhjfhjcjskskkwkkdjjcjosospfkkcjcjnfjfjjrjejjfg,,,,,,positive,,
"Đã nhận được hàng , shop giao đúng và đủ mẫu , đặt hàng quốc tế nên từ 12-22 mới nhận dc hàng nè , màu son hơi sáng so với ảnh mẫu đánh thì phải? Chất son mùa đông này hơi khô phải có thêm lớp dưỡng ở dưới ms chịu dc nha mn , nchung vs giá tiền như vậy so vs chất lượng son thì oke , cho shop 5 sao",,negative,,positive,,neutral,neutral,
Màu son lên môi đẹp mịn mướt mùi thơm nhẹ đúng đỉnh luôn mua lần đầu nhưng mà chất lượng lắm sẽ ủng hộ shop dài dài 🥰,,positive,positive,,,positive,,
Đã nhận được hàng. Shop giao hàng đầy đủ. Giá rẻ mà khá xinh. Nên thử,,,,positive,,,positive,
Đẹp,,,,,neutral,,,
Đóng gói đẹp. Son thơm và lên màu đẹp lắmmmmmmmmmmmmmmmmmmmm,,,positive,,,positive,,positive
"Shop giao hàng nhanh, màu son lên đẹp lắm mình rất thích sẽ còn mua lại",,,,,,positive,positive,
"Son sài ưng lắm lun, thơm mùi cam, đánh lên rất mềm và lâu trôi, nên mua nha mn :3",positive,positive,positive,,,,,
Son rất xịn sò. Rất ưng cái bụng. Có cả thư cảm ơn. Mua sale nên càng ưng.❤️,,,,positive,,,,
Son màu oke lắm mùi khá thơm đánh lên rất mịn luôn🥰 rất đáng tiền mua luôn🙈,,positive,positive,positive,,positive,,
Thích sờ vỏ son cực min lắmm! Màu đỏ nâu đẹp lắm màu ảnh như trên giá như vầy thì trôi nhanh rồi và tô phải tán ngay nhé k là k tán đuoc ý:(,negative,neutral,,positive,,positive,,
chất lượng son tuyệt lắm ạ. Hàng quốc tế mà giao nhanh lắm ạ 🥰🥰🥰,,,,,,,positive,
"Nhận được hàng mà mê cực lun ạ. Mình đặt hôm 9/9 còn được tặng quà nữa ấy, thích mê",,,,,neutral,,,
mình chưa thử lên môi . nhưng mở ra xem trông cũng ưng ý :))))))),,,,,neutral,,,
Mua cây thứ hai rồi ok ưbbsbd x x  dcsbbdbdbdbbdbdbdbdbbdbdbđ,,,,,neutral,,,
"Shop giao hàng siêu nhanh, mới đặt 1 hôm đã có hàng. Gói hàng siêu ky  luôn ạ",,,,,,,positive,positive
Zfuifeecbkogedhijrjrkjrjrbdbdbfbswkwojdbdbffbbbbbbb,,,,,neutral,,,
"thật sự rất ưng em này, giao hàng nhanh chóng, màu lên xinh lắm mn ạ, nhưng hơi buồn vì mình ra lấy hàng, khi thấy mình anh shipper đã ném hộp hàng xuống đất để mình phải cúi xuống lượm, trong khi mình đưa tiền hàng qua tay cho ngta rất đàng hoàng ạ :((",,,,,,positive,neutral,
Son hơi bột bột màu son thì siêu xinhnnnnnnnnnnnnn bền môi ccc,positive,negative,,,,positive,,
"Hình ảnh mang tính chất nhận xu...son siêu xinh luôn ý, thơm mùi socola, shop đóng gói đẹp và chắc chắn. Mng nên mua nhé💚💛❤",,,positive,,,,,positive
"Sản phẩm giá rẻ, chất lượng ổn, son không được như mn review đâu ạ",,,,positive,,,,
Son màu xinh cực chất son mềm mà màu ra cx ok lắm luôn ý nói chung là nên mua nhaa ảnh để lấy xu thôi ạ,,positive,,,,positive,,
Son lên màu xinh nha MN . Nhưng chất thì mình k thích lắm . Vs giá tiền này thì quá OK r ạ,,negative,,positive,,positive,,
"Sp đóng gói đẹp, giao hàng nhanh, màu ổn, thơm mùi kẹo còn kẹo gì thì đầu mình chưa load ra🤦‍♀️. Lói chung là với giá thành này thì ổn nha😌",,,positive,positive,,positive,positive,positive
Cũng tạm ổn. Màu hơi nhạt so với mong đợi… giao hàng cũng hơi lâu…,,,,,,negative,negative,
Sản phẩm rất đẹp . Mình rất thích.Sẽ ủng hộ shop lâu dài vhbjfdfjkfeugtstfuvjbigys5rihojo,,,,,neutral,,,
"Son đẹp lắm mng với, lên mướt môi cực kì, màu 12 với 25 thì k thể chê vào đâu được",,positive,,,,positive,,
"Vỏ son đẹp, màu lên môi cũng xinh, mềm môi, nói chung là rất ưng í luôn",,positive,,,,positive,,
"Giao hàng hơi lâu nhưng do dịch nên ko sao. Đóng gói cẩn thận. Mùi như socola đồng xu hồi bé ăn ý. Màu đẹp, hợp cho da trầm như mình. Chất son ko mướt hẳn, vẫn hơi bị bột li ti lúc đánh lên môi và một số chỗ chưa đều màu. Ncl với giá thì ntn là ok r.",,negative,neutral,positive,,positive,negative,positive
Son đẹp,,,,,neutral,,,
"Công dụng: làm đẹp
Kết cấu: chất ổn và mịn lắm ạ
Độ bền màu: son bám môi tầm 3 4 tiếng, đối với mình là khá ổn",positive,positive,,,,,,
"Son xinh lắm nha giao nhanh nữa,đó giờ mua son toàn mua của bbia chất son mịn xinh lắm luôn mng nên mua nha🥰",,positive,,,,,positive,
Son đẹp thơm giao hàng nhanh mnbvczafjkooutreqsgjjjbvfrexchuiimnbfdwsgyuijbbbbjj,,,positive,,,,positive,
"1000 điểm cho shop vì đóng hàng cực kì chắc chắn, hàng nguyên vẹn k bị bóp méo gì, son chuẩn thơm OK lắm, sẽ ủng hộ shop nhiều",,,positive,,,,,positive
"Đẹp lắm nhaaa:333 son hơi thiên về đỏ,đáng lẽ đặt màu đỏ nâu sẽ đẹp hơn í :)) th kh saooo cho 5 sao shipper nhiệt tifnhh hihihi",,,,,,neutral,,
"Màu son đẹp, chất son mềm mịn, bền màu khá tốt. Ảnh và video chỉ mang tính chất nhận xu.",positive,positive,,,,positive,,
Màu đẹp,,,,,,positive,,
"Hàng hơn cả mong đợi luôn
Chị Ship hàng thân thiệt",,,,,,,positive,
"Mùi thơm, màu xinh, giao hàng nhanh tuy nhiên thì son hơi khô, khó tán",,negative,positive,,,positive,positive,
"Giao hàng nhanh
Màu son đẹp 
Giá cả phù hợp túi tiền. 
Nên mua.!!!!",,,,positive,,positive,positive,
"Giao hàng nhanh, màu son ở ngoài tươi hơn trong hình với son nhanh trôi lắm",negative,,,,,negative,positive,
"Jjjjjjjjjjjjjjjjjjjjjjjj
Sp ok. Son đẹp
Jjjjjjjjjjjjjjjj",,,,,neutral,,,
"Màu xinh lắm nha mn, nhìn bảng màu loạn mắt quá kh biết chọn màu nào cứ lấy màu này nha, nhưng mà vỏ son sẽ bám vân tay lắm nhưng mà e nó đẹp nên bỏ qua",,,,,,positive,,
"Độ bền màu: 8/10
Màu son mềm môi 10/10, màu thì 10/10 chi nhưng lì thì cũng k lì lắm",neutral,positive,,,,positive,,
Dùng thích lắm ạ đánh lên môi mướt lắm lun lần sau sẽ ủng hộ tiếp ạ🥰 đóng gói cũng cẩn thận nma giao hơi lâu ạ,,positive,,,,,negative,positive
"Màu siêu xinh nha , hàng quốc tế mà giao nhanh lắm nch là siêu ưng mà giá rẻ nữa ",,,,positive,,positive,positive,
Quá rẻ mà lại xịn xò vô cùng. Chất kem mịn và khá lì. Hàng chính hãng nội địa Trung quét được QR code check ra đúng hàng của hãng nha.,positive,positive,,positive,,,,
"Giao hàng tầm chưa đến 1 tuần , màu xinh , mượt , có mùi thơm nhẹ của socola 🧖‍♀️ đắt tiền lắm mng ưiii",,positive,positive,negative,,positive,positive,
"Công dụng: xinh
Kết cấu: cầm chắc tay
Độ bền màu: màu đẹp lỳ nha
Shop gói hàng bao cẩn thận mua đồ mà gói hành thành xác ướp ai cập luôn 10 đ cho khâu gói hàng giao nhanh hàng chính hãng siêu chất lượng",positive,neutral,,,,positive,positive,positive
"Màu xinh, thỏi son nhỏ mà cầm chắc tay lắm 😇 shop giao hàng cũng nhanh nữa, sẽ tiếp tục ủng hộ nhaa",,,,,,positive,positive,
"Son đẹp lắm lun á quý dị , xịn xò nữa, với cả mùi cực kì thơm luôn á,  son lâu trôi , giao hàng nhanh nữa , mình ưng quá đi à , mình mua lun 2cây á nếu có cơ hội mình sẽ quay lại ủng hộ shopp",positive,,positive,,,,positive,
"Gói hàng sơ sài quá luôn, son thì k chuẩn như ảnh, phấn phủ dùng tốt, sp che khuyết điểm thì có mùi, nhìn chung giá rẻ, nên mua thì chỉ có phấn phủ và highlight, cái tệ nhất là màu nền như của u60 vậy :))",,,negative,positive,,negative,,negative
"Giao hàng tầm 7 ngày là nhận được hàng, sản phẩm như mẫu, giá ok",,,,positive,,,positive,
Son đẹp cực luôn mình ko nghĩ là giá rẻ mà son lại đc chất lượng như thế.,,,,positive,,,,
"Shop về đủ hàng, đúng màu, vì em mua dùm nên ko nhận xét chất son ntn",,neutral,,,,positive,,
Mua hai cây 203 và 301 rất ưnggggggggggggggggggggggggggggg,,,,,,positive,,
Xinh đẹp tuyệt vời em đặt hoàn 25k xu sao giờ còn 2.5k vậy ạ huhu em buồn lắm.,,,,,neutral,,,
Nhận xu vì mình k ở nhà k nhận đc hàng :((( nhưng shop giao châm mất 1 tuần mới nhận đc hàng,,,,,,,negative,
son màu swatch lên tay thì ok nma khi đánh lên môi thì hồng hồng á😞 kb sao chắc do sắc tố môi mỗi người,,,,,,negative,,
chất son khá mướt môi k bị khô mùi k thơm hơi khó chịu tí nhưng bù lại màu đẹp xuất sắc với giá tiền ý thì trên cả mong đợi,,positive,negative,positive,,positive,,
Sản phẩm tốt chất lượng tuyệt vời giao hàng em mọi người nên mua nhà,,,,,,,neutral,
"nhỏ xinh,  mùi dễ chịu  giao hàng đảm bảo,  shop gói hàng kĩ luỡng",,,positive,,,,positive,
Son săn sale rẻ hơn tí 140k =)))) màu bám lâu trôi ngon hơn hẳn blackgroud,positive,,,positive,,,,
"Son lên màu đẹp cực lun nha, đang dịch mà giao hàng nhanh cực, sẽ tiếp tục ủng hộ 👍video và hình ảnh ko liên quan, tại mua tặng bạn nên quên chụp",,,,,,positive,positive,
"màu son đẹp, chất son dễ tán, hơi khô, dung tích son 2, mấy gr đó, bằng nửa son bth. giá rẻ, khi uống nước, cà phê son trôi đi trông khá lem nhem, cần mang theo son để dặm lại",negative,positive,,positive,,positive,,
NAN,,,,,neutral,,,
"Giao hàng nhanh, đầy đủ, đóng gói cẩn thận, hàng giao đúng số lượng, ưng lắm luôn ý",,,,,,,positive,positive
"Mua shop này quá nhìu ồi mà màu 21 này hơi base hồng đào nhe, đánh tết là cái mỏ bà nổi nhứt xóm luôn á, bà nào ghiền hồng hồng đỏ đỏ thì múc empe này ó",,,,,,positive,,
"Công dụng: đánh lên khá là mềm môi. màu đẹp
Kết cấu: nhỏ gọn
Độ bền màu: mh mới thử lên chưa biết
Giao hàng rất lâu. Mh đặt hôm 27/12 mà nay mới nhận đc",neutral,positive,,,,positive,negative,
"Okkk nhé
Màu đẹp lắm mn ơi
Nên muaaaaaa
Giao hàng hơi lâu xíu he",,,,,,positive,negative,
"Công dụng: đánh đẹp
Kết cấu: ghê
Độ bền màu: lì
Son đánh rất đẹp . Chất son mịn  yyyyyyyyyyyyyyy",positive,positive,,,,,,
"Chất son mịn, đặc, k vón. Vỏ nhám nhám cầm chắc tay
Màu son giống ảnh tầm 70%, đối với môi mình thì son lên màu ánh hồng nhiều hơn là đỏ ánh xám. Màu son làm sỉn màu răng khá nhiều",,positive,,,,positive,,
"Son màu khá đẹp, xinh xắn, đóng gói sản phẩm đẹp và chắc chắn..",,,,,,positive,,positive
"Sản phẩm rất xinh ý, nhỏ nhỏ đáng yêu, chưa sử dụng nhưng mẫu mã rất đẹp",,,,,neutral,,,
"Giao hàng lâu thiệt sự, son màu rất xinh nma hơi khô. Với giá này thì ok ạ",,negative,,positive,,positive,negative,
"Chất son so với giá tiền là quá ok, thỏi o5 có mùi như mùi socola luôn. Vỏ son siêu cute",,positive,positive,positive,,,,
Thời gian vận chuyển rất hợp lí. Tôi đã đặt hàng với tâm thế hào hứng chờ đợi để được trải nghiệm sản phẩm và tôi không hề bị chờ mỏi cổ. Có thể thấy bên vận chuyển không quản ngại thời tiết và đường xá xa xôi để đưa sản phẩm cho tôi trong thời gian ngắn nhất.,,,,,,,positive,
"Chưa dùng ạ
Hêhbshssnsjsjsjjsjsjjsjwjswjjsjsjsjjsjsjsjj",,,,,neutral,,,
Thiết kế ưng. Chất son cũng khá là mướt. Không hẳn là lì nhưng không quá dễ trôi. Màu hơi tối so với màu ở ảnh. Vẫn ưng bụng với son và mức giá này rồi,neutral,positive,,positive,,negative,,
"Màu xinh lắm
Chất son mềm mịn hơn mong đợi rất nhiều minh mua lại lần 2 vẫn rất ưng",,positive,,,,positive,,
"son chính hqxng nhé mng, đóng gói cẩn thận! 
màu này hơi đậm xíu, ai da ngăm k hợp nhé",,,,,,negative,,positive
"Sản phẩm đẹp đóng gói cẩn thận giao hàng hơi lâu 
Hình ảnh mang tính chất nhận xu ",,,,,,,negative,positive
"Công dụng: DUngf
Kết cấu: nhung minj
Độ bền màu: 3/10
Focallure mãi đỉnhhhhhhhhhhhhhgggggg",negative,positive,,,,,,
"Shop tư vấn ổn áp
Giao hàng hơi lâu xí
Chất vỏ nhám cầm đã tay
Lần đầu mua son nên hong béc nó ra sao nữa😬",,,,,,,negative,
Son khá là thơm . Đánh lên môi mịn . Son nhanh khô nha 😍🥰😘😘 Nói chung là oke rồi á,,positive,positive,,,,,
"Hàng bbia thì chuẩn xịn rồi, hợp giá cả với học sinh sinh viên lại chất lượng nữa",,,,positive,,,,
"Màu xinh dã man luôn ạ, chất son xịn mịn hộp xinh dã man gói cẩn thận cầm chắc tay không bị lỏng lẻo như 1 số son rẻ tiền rất đáng tiền",,positive,,positive,,positive,,positive
"son giao đúng màu, đóng gói kỹ, săn sale 2 cây chưa tới 30k, chưa xài thử nên chưa biết chất son như nào, giá này thì nên mua nha",,neutral,,positive,,positive,neutral,positive
Son minh đánh lên k thấy anh cam thấy giống màu 03 hơn😥...chất mềm mịn 👌👌,,positive,,,,negative,,
